Ancestor?,Scan date,Nr,Name,Temp Evo,Gender,Nickname,Level,possibleLevels,CP,HP,Dust cost,min IV%,ØIV%,max IV%,ØATT IV,ØDEF IV,ØHP IV,Unique?,Fast move,Fast move (ID),Special move,Special move (ID),Special move 2,Special move 2 (ID),DPS,LL Rank (min),LL Rank (max),GL Evo,GL Rank (min),GL Rank (max),UL Evo,UL Rank (min),UL Rank (max),Box,Custom1,Custom2,Saved,Egg,Lucky?,Favorite,BuddyBoosted,Form,ShadowForm,MultiForm?,Dynamax,Height (cm),Weight (g),Height Tag,Catch Date,Catch Level
0,5/6/26 23:59:51,661,화살꼬빈,-,?,화살꼬67,8.0,8.0,166,51,800,66.7,66.7,66.7,12.0,9.0,9.0,1, - , - , - , - , - , - ,0.0,2919,2919,파이어로,1408,1408,파이어로,799,799,Default,,,0,0,?,?,0,2357,7,0,?,?,?,0,?,?
0,5/6/26 23:59:49,353,어둠대신,-,?,어둠대49,4.0,4.0,92,34,400,48.9,48.9,48.9,0.0,13.0,9.0,1, - , - , - , - , - , - ,0.0,103,103,다크펫,13,13,다크펫,1586,1586,Default,,,0,0,?,?,0,999,7,0,?,?,?,0,?,?
0,5/6/26 23:59:47,535,동챙이,-,?,동챙이56,15.0,15.0,308,75,1900,55.6,55.6,55.6,1.0,15.0,9.0,1, - , - , - , - , - , - ,0.0,136,136,두빅굴,257,257,두빅굴,79,79,Default,,,0,0,?,?,0,2255,1,0,?,?,?,0,?,?
0,5/6/26 23:59:46,179,메리프,-,?,메리프27,20.0,20.0,463,90,2500,26.7,26.7,26.7,0.0,7.0,5.0,1, - , - , - , - , - , - ,0.0,362,362,전룡,349,349,전룡,848,848,Default,,,0,0,?,?,0,963,7,0,?,?,?,0,?,?
0,5/6/26 23:59:44,682,슈쁘,-,?,TR슈쁘78,34.0,34.0,1066,150,7000,77.8,77.8,77.8,7.0,15.0,13.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,프레프티르,31,31,Default,,,0,0,?,?,0,2369,1,0,?,?,?,0,?,?
0,5/6/26 23:59:41,725,냐오불,-,?,냐오불53,19.0,19.0,490,80,2500,53.3,53.3,53.3,0.0,13.0,11.0,1, - , - , - , - , - , - ,0.0,434,434,어흥염,2,2,어흥염,94,94,Default,,,0,0,?,?,0,2408,1,0,?,?,?,0,?,?
0,5/6/26 23:59:39,322,둔타,-,?,둔타98,10.0,10.0,301,71,1000,97.8,97.8,97.8,15.0,15.0,14.0,1, - , - , - , - , - , - ,0.0,1563,1563,폭타,829,829,폭타,3,3,Default,,,0,0,?,?,0,1907,7,0,?,?,?,0,?,?
0,5/6/26 23:59:38,543,마디네,-,?,마디네56,14.0,14.0,234,58,1600,55.6,55.6,55.6,0.0,10.0,15.0,1, - , - , - , - , - , - ,0.0,247,247,펜드라,455,455,펜드라,23,23,Default,,,0,0,?,?,0,2263,7,0,?,?,?,0,?,?
0,5/6/26 23:59:36,57,성원숭,-,?,성원숭91,4.0,4.0,235,45,400,91.1,91.1,91.1,12.0,15.0,14.0,1, - , - , - , - , - , - ,0.0,2854,2854,성원숭,1551,1551,성원숭,22,22,Default,,,0,0,?,?,0,2018,7,0,?,?,?,0,?,?
0,5/6/26 23:59:33,109,또가스,-,?,또가스78,25.0,25.0,802,90,4000,77.8,77.8,77.8,5.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,또도가스,92,92,Default,,,0,0,?,?,0,1077,7,0,?,?,?,0,?,?
0,5/6/26 23:59:31,708,나목령,-,?,나목령49,8.0,8.0,229,48,800,48.9,48.9,48.9,13.0,4.0,5.0,1, - , - , - , - , - , - ,0.0,3691,3691,대로트,4038,4038,대로트,3714,3714,Default,,,0,0,?,?,0,2395,7,0,?,?,?,0,?,?
0,5/6/26 23:59:30,102,아라리,-,?,아라리62,20.0,20.0,589,100,2500,62.2,62.2,62.2,1.0,14.0,13.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,나시,197,197,Default,,,0,0,?,?,0,1194,7,0,?,?,?,0,?,?
0,5/6/26 23:59:28,364,씨레오,-,?,씨레오98,15.0,15.0,730,114,1900,97.8,97.8,97.8,14.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,씨레오,1938,1938,씨카이저,1825,1825,Default,,,0,0,?,?,0,1507,7,0,?,?,?,0,?,?
0,5/6/26 23:59:26,962,떨구새,-,?,떨구새89,20.0,20.0,1393,111,2500,88.9,88.9,88.9,12.0,13.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,떨구새,648,648,떨구새,1504,1504,Default,,,0,0,?,?,0,2736,1,0,?,?,?,0,?,?
0,5/6/26 23:59:24,216,깜지곰,-,?,깜지곰84,8.0,8.0,290,63,800,84.4,84.4,84.4,15.0,9.0,14.0,1, - , - , - , - , - , - ,0.0,2188,2188,깜지곰,161,161,다투곰,1851,1851,Default,,,0,0,?,?,0,1356,7,0,?,?,?,0,?,?
0,5/6/26 23:59:23,810,흥나숭,-,?,흥나숭87,20.0,20.0,603,89,2500,86.7,86.7,86.7,14.0,12.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,채키몽,2282,2282,고릴타,2396,2396,Default,,,0,0,?,?,0,2485,1,0,?,?,?,0,?,?
0,5/6/26 23:59:21,422,깝질무 동쪽바다,-,?,깝질무29,27.0,27.0,730,128,4500,28.9,28.9,28.9,1.0,10.0,2.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,트리토돈 동쪽바다,3378,3378,Default,,,0,0,?,?,0,542,1,1,?,?,?,0,?,?
0,5/6/26 23:59:20,669,플라베베,-,?,플라베93,15.0,15.0,450,73,1900,93.3,93.3,93.3,15.0,12.0,15.0,1, - , - , - , - , - , - ,0.0,1977,1977,플라엣테,2390,2390,플라제스,2297,2297,Default,,,0,0,?,?,0,1998,1,0,?,?,?,0,?,?
0,5/6/26 23:59:18,580,꼬지보리,-,?,꼬지보93,15.0,15.0,363,88,1900,93.3,93.3,93.3,15.0,14.0,13.0,1, - , - , - , - , - , - ,0.0,2607,2607,스완나,2843,2843,스완나,11,11,Default,,,0,0,?,?,0,1951,7,0,?,?,?,0,?,?
0,5/6/26 23:59:16,125,에레브,-,?,에레브87,15.0,15.0,979,90,1900,86.7,86.7,86.7,13.0,15.0,11.0,1, - , - , - , - , - , - ,0.0, - , - ,에레키블,2759,2759,에레브,460,460,Default,,,0,0,?,?,0,957,7,0,?,?,?,0,?,?
0,5/6/26 23:59:15,16,구구,-,?,구구69,6.0,6.0,98,42,600,68.9,68.9,68.9,4.0,14.0,13.0,1, - , - , - , - , - , - ,0.0,487,487,피죤투,1048,1048, - , - , - ,Default,,,0,0,?,?,0,2006,7,0,?,?,?,0,?,?
0,5/6/26 23:59:13,603,저리릴,-,?,저리릴96,15.0,15.0,728,92,1900,95.6,95.6,95.6,14.0,14.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,저리더프,2211,2211,저리더프,1150,1150,Default,,,0,0,?,?,0,2310,1,0,?,?,?,0,?,?
0,5/6/26 23:59:11,909,뜨아거,-,?,뜨아거62,10.0,10.0,282,76,1000,62.2,62.2,62.2,1.0,12.0,15.0,1, - , - , - , - , - , - ,0.0,101,101,악뜨거,108,108,라우드본,48,48,Default,,,0,0,?,?,0,2686,1,0,?,?,?,0,?,?
0,5/6/26 23:59:10,13,뿔충이,-,?,뿔충이64,19.0,19.0,199,78,2500,64.4,64.4,64.4,0.0,15.0,14.0,1, - , - , - , - , - , - ,0.0,1192,1192,독침붕,4,4, - , - , - ,Default,,,0,0,?,?,0,948,7,0,?,?,?,0,?,?
0,5/6/26 23:59:08,736,턱지충이,-,?,턱지충78,17.0,17.0,453,78,2200,77.8,77.8,77.8,12.0,12.0,11.0,1, - , - , - , - , - , - ,0.0,1996,1996,투구뿌논,2670,2670,투구뿌논,2807,2807,Default,,,0,0,?,?,0,2419,7,0,?,?,?,0,?,?
0,5/6/26 23:59:07,517,몽나,-,?,몽나53,10.0,10.0,301,79,1000,53.3,53.3,53.3,15.0,3.0,6.0,1, - , - , - , - , - , - ,0.0,3633,3633,몽얌나,3966,3966,몽얌나,3846,3846,Default,,,0,0,?,?,0,2237,1,0,?,?,?,0,?,?
0,5/6/26 23:59:05,446,먹고자,-,?,먹고자82,20.0,20.0,1060,176,2500,82.2,82.2,82.2,15.0,12.0,10.0,1, - , - , - , - , - , - ,0.0, - , - ,먹고자,3369,3369,잠만보,2072,2072,Default,,,0,0,?,?,0,2192,1,0,?,?,?,0,?,?
0,5/6/26 23:59:03,766,내던숭이,-,?,내던숭82,20.0,20.0,1683,142,2500,82.2,82.2,82.2,10.0,13.0,14.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,내던숭이,1368,1368,Default,,,0,0,?,?,0,2446,1,0,?,?,?,0,?,?
0,5/6/26 23:59:02,1,이상해씨,-,?,이상해96,15.0,15.0,474,72,1900,95.6,95.6,95.6,15.0,15.0,13.0,1, - , - , - , - , - , - ,0.0,2633,2633,이상해풀,2475,2475,이상해꽃,1775,1775,Default,,,0,0,?,?,0,581,7,0,?,?,?,0,?,?
0,5/6/26 23:58:59,41,주뱃,-,?,주뱃27,4.0,4.0,55,30,400,26.7,26.7,26.7,3.0,8.0,1.0,1, - , - , - , - , - , - ,0.0,1526,1526,크로뱃,1466,1466,크로뱃,1754,1754,Default,,,0,0,?,?,0,612,7,0,?,?,?,0,?,?
0,5/6/26 23:58:57,425,흔들풍손,-,?,흔들풍60,9.0,9.0,268,88,1000,60.0,60.0,60.0,1.0,12.0,14.0,1, - , - , - , - , - , - ,0.0,133,133,둥실라이드,40,40,둥실라이드,387,387,Default,,,0,0,?,?,0,2178,7,0,?,?,?,0,?,?
0,5/6/26 23:58:55,353,어둠대신,-,?,어둠대60,1.0,1.0,12,13,200,60.0,60.0,60.0,1.0,11.0,15.0,1, - , - , - , - , - , - ,0.0,528,528,다크펫,33,33,다크펫,907,907,Default,,,0,0,?,?,0,999,7,0,?,?,?,0,?,?
0,5/6/26 23:58:52,517,몽나,-,?,몽나96,14.0,14.0,452,98,1600,95.6,95.6,95.6,14.0,14.0,15.0,1, - , - , - , - , - , - ,0.0,817,817,몽얌나,3130,3130,몽얌나,2133,2133,Default,,,0,0,?,?,0,2237,1,0,?,?,?,0,?,?
0,5/6/26 23:58:50,551,깜눈크,-,?,깜눈크93,20.0,20.0,585,89,2500,93.3,93.3,93.3,15.0,14.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,악비르,672,672,악비아르,3365,3365,Default,,,0,0,?,?,0,2270,1,0,?,?,?,0,?,?
0,5/6/26 23:58:49,52,나옹,-,?,나옹62,21.0,21.0,384,82,3000,62.2,62.2,62.2,1.0,13.0,14.0,1, - , - , - , - , - , - ,0.0,48,48,페르시온,16,16, - , - , - ,Default,,,0,0,?,?,0,414,7,0,?,?,?,0,?,?
0,5/6/26 23:58:47,2,이상해풀,-,?,이상해89,15.0,15.0,716,87,1900,88.9,88.9,88.9,15.0,10.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,이상해꽃,1576,1576,이상해꽃,2182,2182,Default,,,0,0,?,?,0,584,7,0,?,?,?,0,?,?
0,5/6/26 23:58:45,885,드라꼰,-,?,드라꼰96,20.0,20.0,431,68,2500,95.6,95.6,95.6,13.0,15.0,15.0,1, - , - , - , - , - , - ,0.0,663,663,드래런치,1144,1144,드래펄트,2723,2723,Default,,,0,0,?,?,0,2548,1,0,?,?,?,0,?,?
0,5/6/26 23:58:44,255,아차모,-,?,아차모96,20.0,20.0,618,84,2500,95.6,95.6,95.6,14.0,15.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,영치코,1539,1539,번치코,1295,1295,Default,,,0,0,?,?,0,1537,7,0,?,?,?,0,?,?
0,5/6/26 23:58:42,58,가디 히스이,-,?,가디 58,7.0,7.0,235,56,800,57.8,57.8,57.8,8.0,10.0,8.0,1, - , - , - , - , - , - ,0.0,676,676,윈디 히스이,1232,1232,윈디 히스이,2951,2951,Default,,,0,0,?,?,0,1972,1,0,?,?,?,0,?,?
0,5/6/26 23:58:41,133,이브이,-,?,이브이67,10.0,10.0,273,67,1000,66.7,66.7,66.7,4.0,13.0,13.0,1, - , - , - , - , - , - ,0.0,414,414,쥬피썬더,410,410,쥬피썬더,60,60,Default,,,0,0,?,?,0,2036,1,0,?,?,?,0,?,?
0,5/6/26 23:58:38,755,자마슈,-,?,자마슈98,25.0,25.0,732,90,4000,97.8,97.8,97.8,14.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,마셰이드,2630,2630, - , - , - ,Default,,,0,0,?,?,0,2435,7,0,?,?,?,0,?,?
0,5/6/26 23:58:36,636,활화르바,-,?,활화르73,20.0,20.0,808,94,2500,73.3,73.3,73.3,10.0,11.0,12.0,1, - , - , - , - , - , - ,0.0, - , - ,활화르바,998,998,불카모스,3024,3024,Default,,,0,0,?,?,0,2339,1,0,?,?,?,0,?,?
0,5/6/26 23:58:35,506,요테리,-,?,요테리71,8.0,8.0,190,53,800,71.1,71.1,71.1,11.0,6.0,15.0,1, - , - , - , - , - , - ,0.0,2363,2363,하데리어,2538,2538,바랜드,1742,1742,Default,,,0,0,?,?,0,2228,1,0,?,?,?,0,?,?
0,5/6/26 23:58:33,634,디헤드,-,?,디헤드71,8.0,8.0,383,71,800,71.1,71.1,71.1,2.0,15.0,15.0,1, - , - , - , - , - , - ,0.0,627,627,디헤드,25,25,삼삼드래,441,441,Default,,,0,0,?,?,0,2337,7,0,?,?,?,0,?,?
0,5/6/26 23:58:31,56,망키,-,?,망키84,11.0,11.0,351,59,1300,84.4,84.4,84.4,10.0,13.0,15.0,1, - , - , - , - , - , - ,0.0,452,452,저승갓숭,181,181,성원숭,11,11,Default,,,0,0,?,?,0,2017,7,0,?,?,?,0,?,?
0,5/6/26 23:58:30,288,발바로,-,?,발바로56,18.0,18.0,916,115,2200,55.6,55.6,55.6,2.0,9.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,발바로,1103,1103,게을킹,33,33,Default,,,0,0,?,?,0,2105,7,0,?,?,?,0,?,?
0,5/6/26 23:58:25,338,솔록,-,?,솔록58,17.0,17.0,1031,121,2200,57.8,57.8,57.8,0.0,12.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,솔록,51,51,솔록,1463,1463,Default,,,0,0,?,?,0,2133,1,0,?,?,?,0,?,?
0,5/6/26 23:58:23,296,마크탕,-,?,마크탕96,7.0,7.0,157,66,800,95.6,95.6,95.6,15.0,13.0,15.0,1, - , - , - , - , - , - ,0.0,2260,2260,하리뭉,1751,1751,하리뭉,2473,2473,Default,,,0,0,?,?,0,1552,7,0,?,?,?,0,?,?
0,5/6/26 23:58:22,109,또가스,-,?,또가스96,15.0,15.0,515,69,1900,95.6,95.6,95.6,14.0,14.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,또가스,6,6,또도가스,78,78,Default,,,0,0,?,?,0,1077,7,0,?,?,?,0,?,?
0,5/6/26 23:58:20,303,입치트,-,?,입치트49,10.0,10.0,419,60,1000,48.9,48.9,48.9,4.0,12.0,6.0,1, - , - , - , - , - , - ,0.0,2729,2729,입치트,603,603, - , - , - ,Default,,,0,0,?,?,0,1217,7,0,?,?,?,0,?,?
0,5/6/26 23:58:18,661,화살꼬빈,-,?,화살꼬93,20.0,20.0,450,85,2500,93.3,93.3,93.3,15.0,12.0,15.0,1, - , - , - , - , - , - ,0.0,2687,2687,불화살빈,1344,1344,파이어로,26,26,Default,,,0,0,?,?,0,2357,7,0,?,?,?,0,?,?
0,5/6/26 23:58:17,177,네이티,-,?,네이티56,28.0,28.0,797,87,4500,55.6,55.6,55.6,8.0,13.0,4.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,네이티오,1435,1435,Default,,,0,0,?,?,0,2056,7,0,?,?,?,0,?,?
0,5/6/26 23:58:15,540,두르보,-,?,두르보58,22.0,22.0,530,86,3000,57.8,57.8,57.8,2.0,14.0,10.0,1, - , - , - , - , - , - ,0.0, - , - ,두르쿤,1706,1706,모아머,67,67,Default,,,0,0,?,?,0,2260,1,0,?,?,?,0,?,?
0,5/6/26 23:58:12,780,할비롱,-,?,할비롱84,20.0,20.0,1622,119,2500,84.4,84.4,84.4,10.0,14.0,14.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,할비롱,471,471,Default,,,0,0,?,?,0,2457,1,0,?,?,?,0,?,?
0,5/6/26 23:58:10,66,알통몬,-,?,알통몬89,20.0,20.0,720,108,2500,88.9,88.9,88.9,15.0,15.0,10.0,1, - , - , - , - , - , - ,0.0, - , - ,알통몬,30,30,근육몬,27,27,Default,,,0,0,?,?,0,1294,7,0,?,?,?,0,?,?
0,5/6/26 23:58:09,104,탕구리,-,?,탕구리84,10.0,10.0,281,63,1000,84.4,84.4,84.4,13.0,11.0,14.0,1, - , - , - , - , - , - ,0.0,2833,2833,텅구리,3131,3131, - , - , - ,Default,,,0,0,?,?,0,661,7,0,?,?,?,0,?,?
0,5/6/26 23:58:07,690,수레기,-,?,수레기69,9.0,9.0,245,59,1000,68.9,68.9,68.9,4.0,15.0,12.0,1, - , - , - , - , - , - ,0.0,391,391,드래캄,71,71,드래캄,68,68,Default,,,0,0,?,?,0,2377,1,0,?,?,?,0,?,?
0,5/6/26 23:58:04,660,파르토,-,?,파르토96,15.0,15.0,643,109,1900,95.6,95.6,95.6,15.0,14.0,14.0,1, - , - , - , - , - , - ,0.0, - , - ,파르토,2870,2870, - , - , - ,Default,,,0,0,?,?,0,2356,7,0,?,?,?,0,?,?
0,5/6/26 23:58:02,449,히포포타스,-,?,히포포56,29.0,29.0,988,132,5000,55.6,55.6,55.6,1.0,9.0,15.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,하마돈,24,24,Default,,,0,0,?,?,0,1134,7,0,?,?,?,0,?,?
0,5/6/26 23:58:01,412,도롱충이 초목도롱,-,?,도롱충93,15.0,15.0,202,69,1900,93.3,93.3,93.3,13.0,15.0,14.0,1, - , - , - , - , - , - ,0.0,149,149,도롱마담 초목도롱,1906,1906, - , - , - ,Default,,,0,0,?,?,0,576,1,1,?,?,?,0,?,?
0,5/6/26 23:57:59,451,스콜피,-,?,스콜피60,25.0,25.0,619,89,4000,60.0,60.0,60.0,1.0,12.0,14.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,드래피온,81,81,Default,,,0,0,?,?,0,1579,7,0,?,?,?,0,?,?
0,5/6/26 23:57:57,147,미뇽,-,?,미뇽78,20.0,20.0,539,79,2500,77.8,77.8,77.8,9.0,14.0,12.0,1, - , - , - , - , - , - ,0.0, - , - ,신뇽,1063,1063,망나뇽,1141,1141,Default,,,0,0,?,?,0,621,7,0,?,?,?,0,?,?
0,5/6/26 23:57:56,607,불켜미,-,?,불켜미69,8.0,8.0,205,56,800,68.9,68.9,68.9,5.0,12.0,14.0,1, - , - , - , - , - , - ,0.0,792,792,램프라,467,467,샹델라,65,65,Default,,,0,0,?,?,0,2314,7,0,?,?,?,0,?,?
0,5/6/26 23:57:54,43,뚜벅쵸,-,?,뚜벅쵸73,13.0,13.0,421,68,1600,73.3,73.3,73.3,5.0,13.0,15.0,1, - , - , - , - , - , - ,0.0,1607,1607,라플레시아,136,136,라플레시아,392,392,Default,,,0,0,?,?,0,699,7,0,?,?,?,0,?,?
0,5/6/26 23:57:52,909,뜨아거,-,?,뜨아거62,16.0,16.0,460,95,1900,62.2,62.2,62.2,4.0,12.0,12.0,1, - , - , - , - , - , - ,0.0,1133,1133,라우드본,37,37,라우드본,372,372,Default,,,0,0,?,?,0,2686,1,0,?,?,?,0,?,?
0,5/6/26 23:57:51,422,깝질무 동쪽바다,-,?,깝질무53,7.0,7.0,190,68,800,53.3,53.3,53.3,1.0,11.0,12.0,1, - , - , - , - , - , - ,0.0,931,931,트리토돈 동쪽바다,576,576,트리토돈 동쪽바다,1839,1839,Default,,,0,0,?,?,0,542,1,1,?,?,?,0,?,?
0,5/6/26 23:57:49,710,호바귀 XL,-,?,호바귀73,28.0,28.0,911,111,4500,73.3,73.3,73.3,4.0,15.0,14.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,펌킨인 XL,70,70,Default,,,0,0,?,?,0,1713,1,0,?,?,?,0,?,?
0,5/6/26 23:57:48,451,스콜피,-,?,스콜피73,10.0,10.0,261,56,1000,73.3,73.3,73.3,6.0,13.0,14.0,1, - , - , - , - , - , - ,0.0,285,285,드래피온,344,344,드래피온,421,421,Default,,,0,0,?,?,0,1579,7,0,?,?,?,0,?,?
0,5/6/26 23:57:46,252,나무지기,-,?,나무지51,2.0,2.0,42,20,200,51.1,51.1,51.1,11.0,9.0,3.0,1, - , - , - , - , - , - ,0.0,3845,3845,나무돌이,3156,3156,나무킹,3581,3581,Default,,,0,0,?,?,0,2085,7,0,?,?,?,0,?,?
0,5/6/26 23:57:44,831,우르,-,?,우르31,3.0,3.0,42,28,400,31.1,31.1,31.1,3.0,4.0,7.0,1, - , - , - , - , - , - ,0.0,1016,1016,배우르,326,326, - , - , - ,Default,,,0,0,?,?,0,2506,1,0,?,?,?,0,?,?
0,5/6/26 23:57:44,831,우르,-,?,우르38,3.0,3.0,42,28,400,37.8,37.8,37.8,3.0,7.0,7.0,1, - , - , - , - , - , - ,0.0,924,924,배우르,1497,1497, - , - , - ,Default,,,0,0,?,?,0,2506,1,0,?,?,?,0,?,?
0,5/6/26 23:57:43,343,오뚝군,-,?,오뚝군64,18.0,18.0,337,75,2200,64.4,64.4,64.4,0.0,15.0,14.0,1, - , - , - , - , - , - ,0.0,6,6,점토도리,3,3, - , - , - ,Default,,,0,0,?,?,0,2138,7,0,?,?,?,0,?,?
0,5/6/26 23:57:41,540,두르보,-,?,두르보73,16.0,16.0,413,76,1900,73.3,73.3,73.3,9.0,9.0,15.0,1, - , - , - , - , - , - ,0.0,2062,2062,두르쿤,418,418,모아머,1078,1078,Default,,,0,0,?,?,0,2260,1,0,?,?,?,0,?,?
0,5/6/26 23:57:40,557,돌살이,-,?,돌살이80,2.0,2.0,51,25,200,80.0,80.0,80.0,12.0,10.0,14.0,1, - , - , - , - , - , - ,0.0,3510,3510,암팰리스,2531,2531,암팰리스,1869,1869,Default,,,0,0,?,?,0,2274,7,0,?,?,?,0,?,?
0,5/6/26 23:57:36,265,개무소,-,?,개무소47,4.0,4.0,48,35,400,46.7,46.7,46.7,2.0,8.0,11.0,1, - , - , - , - , - , - ,0.0,345,345,뷰티플라이,632,632, - , - , - ,Default,,,0,0,?,?,0,2088,1,0,?,?,?,0,?,?
0,5/6/26 23:57:35,307,요가랑,-,?,요가랑71,20.0,20.0,346,69,2500,71.1,71.1,71.1,4.0,14.0,14.0,1, - , - , - , - , - , - ,0.0,687,687,요가램,47,47, - , - , - ,Default,,,0,0,?,?,0,2113,1,0,?,?,?,0,?,?
0,5/6/26 23:57:33,204,피콘,-,?,피콘49,4.0,4.0,103,38,400,48.9,48.9,48.9,9.0,0.0,13.0,1, - , - , - , - , - , - ,0.0,2845,2845,쏘콘,2669,2669,쏘콘,1845,1845,Default,,,0,0,?,?,0,1303,7,0,?,?,?,0,?,?
0,5/6/26 23:57:32,495,주리비얀,-,?,주리비62,18.0,18.0,402,79,2200,62.2,62.2,62.2,13.0,3.0,12.0,1, - , - , - , - , - , - ,0.0,3807,3807,샤비,1539,1539,샤로다,827,827,Default,,,0,0,?,?,0,2219,7,0,?,?,?,0,?,?
0,5/6/26 23:57:30,781,타타륜,-,?,타타륜87,15.0,15.0,1241,95,1900,86.7,86.7,86.7,13.0,13.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,타타륜,1331,1331,타타륜,2131,2131,Default,,,0,0,?,?,0,2458,1,0,?,?,?,0,?,?
0,5/6/26 23:57:28,135,쥬피썬더,-,?,쥬피썬44,26.0,26.0,1966,119,4000,44.4,44.4,44.4,1.0,6.0,13.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,쥬피썬더,124,124,Default,,,0,0,?,?,0,2038,1,0,?,?,?,0,?,?
0,5/6/26 23:57:27,228,델빌,-,?,델빌67,4.0,4.0,117,36,400,66.7,66.7,66.7,0.0,15.0,15.0,1, - , - , - , - , - , - ,0.0,1,1,헬가,114,114,헬가,8,8,Default,,,0,0,?,?,0,681,7,0,?,?,?,0,?,?
0,5/6/26 23:57:25,138,암나이트,-,?,암나이84,20.0,20.0,862,74,2500,84.4,84.4,84.4,15.0,10.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,암나이트,2394,2394,암스타,2948,2948,Default,,,0,0,?,?,0,1202,7,0,?,?,?,0,?,?
0,5/6/26 23:57:24,517,몽나,-,?,몽나51,15.0,15.0,420,101,1900,51.1,51.1,51.1,0.0,10.0,13.0,1, - , - , - , - , - , - ,0.0,397,397,몽얌나,268,268,몽얌나,188,188,Default,,,0,0,?,?,0,2237,1,0,?,?,?,0,?,?
0,5/6/26 23:57:22,557,돌살이,-,?,돌살이91,2.0,2.0,53,24,200,91.1,91.1,91.1,15.0,15.0,11.0,1, - , - , - , - , - , - ,0.0,1180,1180,돌살이,26,26,암팰리스,2061,2061,Default,,,0,0,?,?,0,2274,7,0,?,?,?,0,?,?
0,5/6/26 23:57:20,511,야나프,-,?,야나프62,4.0,4.0,88,37,400,62.2,62.2,62.2,2.0,15.0,11.0,1, - , - , - , - , - , - ,0.0,284,284,야나키,711,711,야나키,92,92,Default,,,0,0,?,?,0,2231,1,0,?,?,?,0,?,?
0,5/6/26 23:57:20,511,야나프,-,?,야나프60,4.0,4.0,88,37,400,60.0,60.0,60.0,3.0,15.0,9.0,1, - , - , - , - , - , - ,0.0,323,323,야나키,924,924,야나키,240,240,Default,,,0,0,?,?,0,2231,1,0,?,?,?,0,?,?
0,5/6/26 23:57:19,183,마릴,-,?,마릴53,8.0,8.0,84,66,800,53.3,53.3,53.3,7.0,13.0,4.0,1, - , - , - , - , - , - ,0.0,1794,1794,마릴리,1362,1362, - , - , - ,Default,,,0,0,?,?,0,2058,1,0,?,?,?,0,?,?
0,5/6/26 23:57:18,183,마릴,-,?,마릴56,8.0,8.0,84,66,800,55.6,55.6,55.6,7.0,13.0,5.0,1, - , - , - , - , - , - ,0.0,1720,1720,마릴리,1729,1729, - , - , - ,Default,,,0,0,?,?,0,2058,1,0,?,?,?,0,?,?
0,5/6/26 23:57:16,906,나오하,-,?,나오하62,21.0,21.0,537,81,3000,62.2,62.2,62.2,1.0,14.0,13.0,1, - , - , - , - , - , - ,0.0, - , - ,나로테,23,23,마스카나,26,26,Default,,,0,0,?,?,0,2683,1,0,?,?,?,0,?,?
0,5/6/26 23:57:14,850,태우지네,-,?,태우지53,18.0,18.0,467,85,2200,53.3,53.3,53.3,1.0,9.0,14.0,1, - , - , - , - , - , - ,0.0,449,449,다태우지네,24,24,다태우지네,327,327,Default,,,0,0,?,?,0,2524,1,0,?,?,?,0,?,?
0,5/6/26 23:57:12,530,몰드류,-,?,몰드류96,20.0,20.0,1840,153,2500,95.6,95.6,95.6,15.0,13.0,15.0,1, - , - , - , - , - , - ,0.0, - , - , - , - , - ,몰드류,1365,1365,Default,,,0,0,?,?,0,2250,7,0,?,?,?,0,?,?
0,5/6/26 23:57:11,528,맘박쥐,-,?,!맘박쥐100,20.0,20.0,980,108,2500,100.0,100.0,100.0,15.0,15.0,15.0,1, - , - , - , - , - , - ,0.0, - , - ,맘박쥐,1607,1607, - , - , - ,Default,,,0,0,?,?,0,2248,1,0,?,?,?,0,?,?
